title,authors,arxiv_id
GRU-ODE-Bayes: Continuous Modeling of Sporadically-Observed Time Series,Edward De Brouwer;Jaak Simm;Adam Arany;Yves Moreau,
Learning-Based Low-Rank Approximations,Piotr Indyk;Ali Vakilian;Yang Yuan,
Learning elementary structures for 3D shape generation and matching,Theo Deprelle;Thibault Groueix;Matthew Fisher;Vladimir Kim;Bryan Russell;Mathieu Aubry,
Minimizers of the Empirical Risk and Risk Monotonicity,Marco Loog;Tom Viering;Alexander Mey,http://arxiv.org/abs/1907.05476v1
Explicit Planning for Efficient Exploration in Reinforcement Learning,Liangpeng Zhang;Ke Tang;Xin Yao,
Chirality Nets for Human Pose Regression,Raymond Yeh;Yuan-Ting Hu;Alexander Schwing,
PerspectiveNet: A Scene-consistent Image Generator for New View Synthesis in Real Indoor Environments,Ben Graham;David Novotny;Jeremy Reizenstein,
Symmetry-adapted generation of 3d point sets for the targeted discovery of molecules,Niklas Gebauer;Michael Gastegger;Kristof Schütt,
Coresets for Clustering with Fairness Constraints,Lingxiao Huang;Shaofeng Jiang;Nisheeth Vishnoi,
MAVEN: Multi-Agent Variational Exploration,Anuj Mahajan;Tabish Rashid;Mikayel Samvelyan;Shimon Whiteson,
Competitive Gradient Descent,Florian Schaefer;Anima Anandkumar,
Continual Unsupervised Representation Learning,Dushyant Rao;Francesco Visin;Andrei Rusu;Razvan Pascanu;Yee Whye Teh;Raia Hadsell,
The Parameterized Complexity of Cascading Portfolio Scheduling,Eduard Eiben;Robert Ganian;Iyad Kanj;Stefan Szeider,
Bipartite expander Hopfield networks as self-decoding high-capacity error correcting codes,Rishidev Chaudhuri;Ila Fiete,
Probabilistic Logic Neural Networks for Reasoning,Meng Qu;Jian Tang,http://arxiv.org/abs/1906.08495v1
Memory Efficient Adaptive Optimization,Rohan Anil;Vineet Gupta;Tomer Koren;Yoram Singer,
A Polynomial Time Algorithm for Log-Concave Maximum Likelihood via Locally Exponential Families,Brian Axelrod;Ilias Diakonikolas;Alistair Stewart;Anastasios Sidiropoulos;Gregory Valiant,
The Implicit Bias of AdaGrad on Separable Data,Qian Qian;Xiaoyuan Qian,http://arxiv.org/abs/1906.03559v1
On two ways to use determinantal point processes for Monte Carlo integration,Guillaume Gautier;Rémi Bardenet;Michal Valko,
How degenerate is the parametrization of neural networks with the ReLU activation function?,Dennis Maximilian Elbrächter;Julius Berner;Philipp Grohs,
Spike-Train Level Backpropagation for Training Deep Recurrent Spiking Neural Networks,Wenrui Zhang;Peng Li,
Crowdsourcing via Pairwise Co-occurrences: Identifiability and Algorithms,Shahana Ibrahim;Xiao Fu;Nikolaos Kargas;Kejun Huang,
Detecting Overfitting via Adversarial Examples,Roman Werpachowski;András György;Csaba Szepesvari,
A Unified Bellman Optimality Principle Combining Reward Maximization and Empowerment,Felix Leibfried;Sergio Pascual-Diaz;Jordi Grau-Moya,
Bayesian Joint Estimation of Multiple Graphical Models,Lingrui Gan;Xinming Yang;Naveen Narisetty;Feng Liang,
Modular Universal Reparameterization: Deep Multi-task Learning Across Diverse Domains,Elliot Meyerson;Risto Miikkulainen,
Interaction Hard Thresholding: Consistent Sparse Quadratic Regression in Sub-quadratic Time and Space,Shuo Yang;Yanyao Shen;Sujay Sanghavi,
Post training 4-bit quantization of convolutional networks for rapid-deployment,Ron Banner;Yury Nahshan;Daniel Soudry,
Dynamic Local Regret for Non-convex Online Forecasting,Sergul Aydore;Tianhao Zhu;Dean Foster,
Learning Local Search Heuristics for Boolean Satisfiability,Emre Yolcu;Barnabas Poczos,
"PyTorch: An Imperative Style, High-Performance Deep Learning Library",Benoit Steiner;Zachary DeVito;Soumith Chintala;Sam Gross;Adam Paszke;Francisco Massa;Adam Lerer;Gregory Chanan;Zeming Lin;Edward Yang;Alban Desmaison;Alykhan Tejani;Andreas Kopf;James Bradbury;Luca Antiga;Martin Raison;Natalia Gimelshein;Sasank Chilamkurthy;Trevor Killeen;Lu Fang;Junjie Bai,
Stability of Graph Scattering Transforms,Fernando Gama;Alejandro Ribeiro;Joan Bruna,http://arxiv.org/abs/1906.04784v1
Rapid Convergence of the Unadjusted Langevin Algorithm: Log-Sobolev Suffices,Santosh Vempala;Andre Wibisono,
Learning Distributions Generated by One-Layer ReLU Networks,Shanshan Wu;Alexandros Dimakis;Sujay Sanghavi,
Large-scale optimal transport map estimation using projection pursuit,Cheng Meng;Yuan Ke;Jingyi Zhang;Mengrui Zhang;Wenxuan Zhong;Ping Ma,
Direct Optimization through $\arg \max$ for Discrete Variational Auto-Encoder,Guy Lorberbom;Tommi Jaakkola;Andreea Gane;Tamir Hazan,
Neural Proximal Policy Optimization Attains Optimal Policy,Boyi Liu;Qi Cai;Zhuoran Yang;Zhaoran Wang,
Spherical Text Embedding,Yu Meng;Jiaxin Huang;Guangyuan Wang;Chao Zhang;Honglei Zhuang;Lance Kaplan;Jiawei Han,
Möbius Transformation for Fast Inner Product Search on Graph,Zhixin Zhou;Shulong Tan;Zhaozhuo Xu;Ping Li,
Learning-In-The-Loop Optimization: End-To-End Control And Co-Design Of Soft Robots Through Learned Deep Latent Representations,Andrew Spielberg;Allan Zhao;Yuanming Hu;Tao Du;Wojciech Matusik;Daniela Rus,
Modeling Dynamic Functional Connectivity with Latent Factor Gaussian Processes,Lingge Li;Dustin Pluta;Babak Shahbaba;Norbert Fortin;Hernando Ombao;Pierre Baldi,
Learning to Infer Implicit Surfaces without 3D Supervision,Shichen Liu;Shunsuke Saito;Weikai Chen;Hao Li,
The spiked matrix model with generative priors,Benjamin Aubin;Bruno Loureiro;Antoine Maillard;Florent Krzakala;Lenka Zdeborová,http://arxiv.org/abs/1905.12385v2
Gradient Dynamics of Shallow Low-Dimensional ReLU Networks,Francis Williams;Matthew Trager;Daniele Panozzo;Claudio Silva;Denis Zorin;Joan Bruna,
Robust and Communication-Efficient Collaborative Learning,Amirhossein Reisizadeh;Hossein Taheri;Aryan Mokhtari;Hamed Hassani;Ramtin Pedarsani,
Learning from Trajectories via Subgoal Discovery,Sujoy Paul;Jeroen Vanbaar;Amit Roy-Chowdhury ,
The Synthesis of XNOR Recurrent Neural Networks with Stochastic Logic,Arash Ardakani;Zhengyun Ji;Amir Ardakani;Warren Gross,
Characterizing the exact behaviors of temporal difference learning algorithms using Markov jump linear system theory,Bin Hu;Usman Syed,
A Universally Optimal Multistage Accelerated Stochastic Gradient Method,Necdet Serhat Aybat;Alireza Fallah;Mert Gurbuzbalaban;Asuman Ozdaglar,http://arxiv.org/abs/1901.08022v2
From deep learning to mechanistic understanding in neuroscience: the structure of retinal prediction,Hidenori Tanaka;Aran Nayebi;Stephen Baccus;Surya Ganguli,
Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent,Jaehoon Lee;Lechao Xiao;Samuel Schoenholz;Yasaman Bahri;Roman Novak;Jascha Sohl-Dickstein;Jeffrey Pennington,
Learning to Screen,Alon Cohen;Avinatan Hassidim;Haim Kaplan;Yishay Mansour;Shay Moran,
A Communication Efficient Stochastic Multi-Block Alternating Direction Method of Multipliers,Hao Yu,
Error Correcting Output Codes Improve Probability Estimation and Adversarial Robustness of Deep Neural Networks,Gunjan Verma;Ananthram Swami,
A Robust Non-Clairvoyant Dynamic Mechanism for Contextual Auctions,Yuan Deng;Sébastien Lahaie;Vahab Mirrokni,
Finite-Sample Analysis for SARSA with Linear Function Approximation,Shaofeng Zou;Tengyu Xu;Yingbin Liang,
Graph Structured Prediction Energy Networks,Colin Graber;Alexander Schwing,
Graph Agreement Models for Semi-Supervised Learning,Otilia Stretcu;Krishnamurthy Viswanathan;Dana Movshovitz-Attias;Emmanouil Platanios;Sujith Ravi;Andrew Tomkins,
Seeing the Wind: Visual Wind Speed Prediction with a Coupled Convolutional and Recurrent Neural Network,Jennifer Cardona;Michael Howland;John Dabiri,
The Functional Neural Process,Christos Louizos;Xiahan Shi;Klamer Schutte;Max Welling,
Recurrent Registration Neural Networks for Deformable Image Registration,Robin Sandkühler;Simon Andermatt;Grzegorz Bauman;Sylvia  Nyilas;Christoph Jud;Philippe C. Cattin,
Unlocking Fairness: a Trade-off Revisited,Michael Wick;swetasudha panda;Jean-Baptiste Tristan,
PRNet: Self-Supervised Learning for Partial-to-Partial Registration,Yue Wang;Justin M Solomon,
Approximating the Permanent by Sampling from Adaptive Partitions,Jonathan Kuck;Tri Dao;Hamid Rezatofighi;Ashish Sabharwal;Stefano Ermon,
3D Object Detection from a Single RGB Image via Perspective Points,Siyuan Huang;Yixin Chen;Tao Yuan;Siyuan Qi;Yixin Zhu;Song-Chun Zhu,
Adaptively Aligned Image Captioning via Adaptive Attention Time,Lun Huang;Wenmin Wang;Yaxian Xia;Jie Chen,
Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,Jeremiah Liu;John Paisley;Marianthi-Anna Kioumourtzoglou;Brent Coull,
Modeling Expectation Violation in Intuitive Physics with Coarse Probabilistic Object Representations,Kevin Smith;Lingjie Mei;Shunyu Yao;Jiajun Wu;Elizabeth Spelke;Josh Tenenbaum;Tomer Ullman,
A Stochastic Composite Gradient Method with Incremental Variance Reduction,Junyu Zhang;Lin Xiao,
Unsupervised Co-Learning on $G$-Manifolds Across Irreducible Representations,Yifeng Fan;Tingran Gao;Zhizhen Jane Zhao,
Defending Against Neural Fake News,Rowan Zellers;Ari Holtzman;Hannah Rashkin;Yonatan Bisk;Ali Farhadi;Franziska Roesner;Yejin Choi,http://arxiv.org/abs/1905.12616v1
A General Theory of Equivariant CNNs on Homogeneous Spaces,Taco S Cohen;Mario Geiger;Maurice Weiler,
"Write, Execute, Assess: Program Synthesis with a REPL",Kevin Ellis;Maxwell Nye;Yewen Pu;Felix Sosa;Josh Tenenbaum;Armando Solar-Lezama,http://arxiv.org/abs/1906.04604v1
Preference-Based Batch and Sequential Teaching: Towards a Unified View of Models,Farnam Mansouri;Yuxin Chen;Ara Vartanian;Jerry Zhu;Adish Singla,
Sampling Networks and Aggregate Simulation for Online POMDP Planning,Hao Cui;Roni Khardon,
Linear Stochastic Bandits Under Safety Constraints,Sanae Amani;Mahnoosh Alizadeh;Christos Thrampoulidis,http://arxiv.org/abs/1908.05814v1
Budgeted Reinforcement Learning in Continuous State Space,Nicolas Carrara;Edouard Leurent;Romain Laroche;Tanguy Urvoy;Odalric-Ambrym Maillard;Olivier Pietquin,http://arxiv.org/abs/1903.01004v3
The Discovery of Useful Questions as Auxiliary Tasks,Vivek Veeriah;Matteo Hessel;Zhongwen Xu;Janarthanan Rajendran;Richard L Lewis;Junhyuk Oh;Hado van Hasselt;David Silver;Satinder Singh,
Finding the Needle in the Haystack with Convolutions: on the benefits of architectural bias,Stéphane d'Ascoli;Levent Sagun;Giulio Biroli;Joan Bruna,
Correlation clustering with local objectives,Sanchit Kalhan;Konstantin Makarychev; Timothy Zhou,
Multiclass Performance Metric Elicitation,Gaurush Hiranandani;Shant Boodaghians;Ruta Mehta;Oluwasanmi Koyejo,
Algorithmic Analysis and Statistical Estimation of SLOPE via Approximate Message Passing,Zhiqi Bu;Jason Klusowski;Cynthia Rush;Weijie Su,
ADDIS: an adaptive discarding algorithm for online FDR control with conservative nulls,Jinjin Tian;Aaditya Ramdas,
Understanding Posterior Collapse in Variational Autoencoders,James Lucas;George Tucker;Roger Grosse;Mohammad Norouzi,
Efficient online learning with kernels for adversarial large scale problems,Rémi Jézéquel;Pierre Gaillard;Alessandro Rudi,
ObjectNet: A large-scale bias-controlled dataset for pushing the limits of object recognition models,Andrei Barbu;David Mayo;Julian Alverio;William Luo;Christopher Wang;Dan Gutfreund;Josh Tenenbaum;Boris Katz,
Tight Dimensionality Reduction for Sketching Low Degree Polynomial Kernels,Michela Meister;Tamas Sarlos;David Woodruff,
DINGO: Distributed Newton-Type Method for Gradient-Norm Optimization,Rixon Crane;Fred Roosta,
Sobolev Independence Criterion ,Youssef Mroueh;Tom Sercu;Mattia Rigotti;Inkit Padhi;Cicero Nogueira dos Santos,
Learning from brains how to regularize machines,Zhe Li;Wieland Brendel;Edgar Walker;Erick Cobos;Taliah Muhammad;Jacob Reimer;Matthias Bethge;Fabian Sinz;Zachary Pitkow;Andreas Tolias,
Using Statistics to Automate Stochastic Optimization,Hunter Lang;Lin Xiao;Pengchuan Zhang,
Differentiable Convex Optimization Layers,Akshay Agrawal;Brandon Amos;Shane Barratt;Stephen Boyd;Steven Diamond;J. Zico Kolter,
Learning Nearest Neighbor Graphs from Noisy Distance Samples,Blake Mason;Ardhendu Tripathy;Robert Nowak,http://arxiv.org/abs/1905.13267v1
"Lookahead Optimizer: k steps forward, 1 step back",Michael Zhang;James Lucas;Jimmy Ba;Geoffrey Hinton,
Learning to Predict 3D Objects with an Interpolation-based Differentiable Renderer,Wenzheng Chen;Huan Ling;Jun Gao;Edward Smith;Jaakko Lehtinen;Alec Jacobson;Sanja Fidler,
A neurally plausible model for online recognition andpostdiction in a dynamical environment,Li Kevin Wenliang;Maneesh Sahani,
Marginalized Off-Policy Evaluation for Reinforcement Learning,Tengyang Xie;Yifei Ma;Yu-Xiang Wang,
A Bayesian Theory of Conformity in Collective Decision Making,Koosha Khalvati;Saghar Mirbagheri;Seongmin A. Park;Jean-Claude Dreher;Rajesh PN Rao,
A Benchmark for Interpretability Methods in Deep Neural Networks,Sara Hooker;Dumitru Erhan;Pieter-Jan Kindermans;Been Kim,
A Unified Framework for Data Poisoning Attack to Graph-based Semi-supervised Learning,Xuanqing Liu;Si Si;Jerry Zhu;Yang Li;Cho-Jui Hsieh,
Leader Stochastic Gradient Descent for Distributed Training of Deep Learning Models,Yunfei Teng;Wenbo Gao;François Chalus;Anna Choromanska;Donald Goldfarb;Adrian Weller,
Neural Jump Stochastic Differential Equations,Junteng Jia;Austin Benson,
ON THE VALUE OF TARGET SAMPLING IN COVARIATE-SHIFT,Steve Hanneke;Samory Kpotufe,
Meta Learning with Relational Information for Short Sequences,Yujia Xie;Haoming Jiang;Feng Liu;Tuo Zhao;Hongyuan Zha,http://arxiv.org/abs/1909.02105v1
Learning to Learn By Self-Critique,Antreas Antoniou;Amos Storkey,
Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes,Greg Yang,
Transductive Zero-Shot Learning with Visual Structure Constraint,Ziyu Wan;Dongdong Chen;Yan Li;Xingguang Yan;Junge Zhang;Yizhou Yu;Jing Liao,http://arxiv.org/abs/1901.01570v1
Model similarity mitigates test set overuse,Horia Mania;John Miller;Ludwig Schmidt;Moritz Hardt;Benjamin Recht,http://arxiv.org/abs/1905.12580v1
On Sample Complexity Upper and Lower Bounds for Exact Ranking from Noisy Comparisons,Wenbo Ren;Jia (Kevin) Liu;Ness Shroff,
Hierarchical Decision Making by Generating and Following Natural Language Instructions,Hengyuan Hu;Denis Yarats;Qucheng Gong;Yuandong Tian;Mike Lewis,
Locality-Sensitive Hashing for f-Divergences: Mutual Information Loss and Beyond,Lin Chen;Hossein Esfandiari;Gang Fu;Vahab Mirrokni,
A Game Theoretic Approach to Class-wise Selective Rationalization,Shiyu Chang;Yang Zhang;Mo Yu;Tommi Jaakkola,
Efficiently avoiding saddle points with zero order methods: No gradients required ,Emmanouil-Vasileios Vlatakis-Gkaragkounis;Lampros Flokas;Georgios Piliouras,
Spatial-Aware Feature Aggregation for Image based Cross-View Geo-Localization,Yujiao Shi;Liu Liu;Xin Yu;Hongdong Li,
Decentralized sketching of low rank matrices,Rakshith Sharma Srinivasa;Kiryung Lee;Marius  Junge;Justin Romberg,
Average Case Column Subset Selection for Entrywise $\ell_1$-Norm Loss,Zhao Song;David Woodruff;Peilin Zhong,
Unsupervised Meta Learning for Few-Show Image Classification,Siavash Khodadadeh;Ladislau Boloni;Mubarak Shah,
Certainty Equivalence is Efficient for Linear Quadratic Control,Horia Mania;Stephen Tu;Benjamin Recht,http://arxiv.org/abs/1902.07826v2
Elliptical Perturbations for Differential Privacy,Matthew Reimherr;Jordan Awan,http://arxiv.org/abs/1905.09420v1
Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks,Yaqin Zhou;Shangqing Liu;Jingkai Siow;Xiaoning Du;Yang Liu,
KNG: The K-Norm Gradient Mechanism,Matthew Reimherr;Jordan Awan,http://arxiv.org/abs/1905.09436v1
Learning to Self-Train for Semi-Supervised Few-Shot Classification,Xinzhe Li;Qianru Sun;Yaoyao Liu;Qin Zhou;Shibao Zheng;Tat-Seng Chua;Bernt Schiele,
From Complexity to Simplicity: Adaptive ES-Active Subspaces for Blackbox Optimization,Krzysztof M Choromanski;Aldo Pacchiano;Jack Parker-Holder;Yunhao Tang;Vikas Sindhwani,
On the Expressive Power of Deep Polynomial Neural Networks,Joe Kileel;Matthew Trager;Joan Bruna,http://arxiv.org/abs/1905.12207v1
Limits of Private Learning with Access to Public Data,Raef Bassily;Shay Moran;Noga  Alon,
Discrete Object Generation with Reversible Inductive Construction,Ari Seff;Wenda Zhou;Farhan Damani;Abigail Doyle;Ryan Adams,
Efficient Near-Optimal Testing of Community Changes in Balanced Stochastic Block Models,Aditya Gangrade;Praveen Venkatesh;Bobak Nazer;Venkatesh Saligrama,
Keeping Your Distance: Solving Sparse Reward Tasks Using Self-Balancing Shaped Rewards,Alexander Trott;Stephan Zheng;Caiming Xiong;Richard Socher,
Bandits with Feedback Graphs and Switching Costs,Raman Arora;Teodor Vanislavov Marinov;Mehryar Mohri,
Statistical-Computational Tradeoff in Single Index Models,Lingxiao Wang;Zhuoran Yang;Zhaoran Wang,
MarginGAN: Adversarial Training in Semi-Supervised Learning,Jinhao Dong;Tong Lin,
Same-Cluster Querying for Overlapping Clusters,Wasim Huleihel;Arya Mazumdar;Muriel Medard;Soumyabrata Pal,
Learning Robust Global Representations by Penalizing Local Predictive Power,Haohan Wang;Songwei Ge;Zachary Lipton;Eric Xing,
G2SAT: Learning to Generate SAT Formulas,Jiaxuan You;Haoze Wu;Clark Barrett;Raghuram Ramanujan;Jure Leskovec,
Dimensionality reduction: theoretical perspective on practical measures,Yair Bartal;Nova Fandina;Ofer Neiman,
Tight Sample Complexity of Learning One-hidden-layer Convolutional Neural Networks,Yuan Cao;Quanquan Gu,
Deep Gamblers: Learning to Abstain with Portfolio Theory,Ziyin Liu;Zhikang Wang;Paul Pu Liang;Russ Salakhutdinov;Louis-Philippe Morency;Masahito Ueda,
Two Time-scale Off-Policy TD Learning: Non-asymptotic Analysis over Markovian Samples,Tengyu Xu;Shaofeng Zou;Yingbin Liang,
Transfer Learning via Boosting to Minimize the Performance Gap Between Domains,Boyu Wang;Jorge Mendez;Mingbo Cai;Eric Eaton,
"Time Matters in Regularizing Deep Networks: Weight Decay and Data Augmentation Affect Early Learning Dynamics, Matter Little Near Convergence",Aditya Sharad Golatkar;Alessandro Achille;Stefano Soatto,
Variational Graph Recurrent Neural Networks,Ehsan Hajiramezanali;Arman Hasanzadeh;Krishna Narayanan;Nick Duffield;Mingyuan Zhou;Xiaoning Qian,
Unsupervised Learning of Object Keypoints for Perception and Control,Tejas Kulkarni;Ankush Gupta;Catalin Ionescu;Sebastian Borgeaud;Malcolm Reynolds;Andrew Zisserman;Volodymyr Mnih,http://arxiv.org/abs/1906.11883v1
Consistency-based Semi-supervised Learning for Object detection,Jisoo Jeong;Seungeui Lee;Jeesoo Kim;Nojun Kwak,
Rates of Convergence for Large-scale Nearest Neighbor Classification,Xingye Qiao;Jiexin Duan;Guang Cheng,http://arxiv.org/abs/1909.01464v1
Cross-Modal Learning with Adversarial Samples,CHAO LI;Shangqian Gao;Cheng Deng;De Xie;Wei Liu,
Cell-Attention Reduces Vanishing Saliency of Recurrent Neural Networks,Aya Abdelsalam Ismail;Mohamed Gunady;Luiz Pessoa;Hector Corrada Bravo;Soheil Feizi,
Program Synthesis and Semantic Parsing with Learned Code Idioms,Richard Shin;Miltiadis Allamanis;Marc Brockschmidt;Alex Polozov,
Random Projections with Asymmetric Quantization,Xiaoyun Li;Ping Li,
Private Testing of Distributions via Sample Permutations,Maryam Aliakbarpour;Ilias Diakonikolas;Daniel Kane;Ronitt Rubinfeld,
Statistical Analysis of Nearest Neighbor Methods for Anomaly Detection,Xiaoyi Gu;Leman Akoglu;Alessandro Rinaldo,http://arxiv.org/abs/1907.03813v1
Improving Black-box Adversarial Attacks with a Transfer-based Prior,Shuyu Cheng;Yinpeng Dong;Tianyu Pang;Hang Su;Jun Zhu,http://arxiv.org/abs/1906.06919v1
Statistical Model Aggregation via Parameter Matching,Mikhail Yurochkin;Mayank Agarwal;Soumya Ghosh;Kristjan Greenewald;Nghia Hoang,
On the (in)fidelity and sensitivity of explanations,Chih-Kuan Yeh;Cheng-Yu Hsieh;Arun Suggala;David Inouye;Pradeep Ravikumar,
Exponential Family Estimation via Adversarial Dynamics Embedding,Bo Dai;Zhen Liu;Hanjun Dai;Niao He;Arthur Gretton;Le Song;Dale Schuurmans,http://arxiv.org/abs/1904.12083v1
Information-Theoretic Generalization Bounds for SGLD via Data-Dependent Estimates,Gintare Karolina Dziugaite;Mahdi Haghifam;Jeffrey Negrea;Ashish Khisti;Daniel Roy,
On Distributed Averaging for Stochastic k-PCA,Aditya Bhaskara;Pruthuvi Wijewardena,
Controllable Unsupervised Text Attribute Transfer via Editing Entangled Latent Representation,Ke Wang;Hang Hua;Xiaojun Wan,
MaxGap Bandit: Adaptive Algorithms for Approximate Ranking,Sumeet Katariya;Ardhendu Tripathy;Robert Nowak,http://arxiv.org/abs/1906.00547v1
Online Forecasting of Total-Variation-bounded Sequences,Dheeraj Baby;Yu-Xiang Wang,http://arxiv.org/abs/1906.03364v1
Local SGD with  Periodic Averaging: Tighter Analysis  and Adaptive Synchronization ,Farzin Haddadpour;Mohammad Mahdi Kamani;Mehrdad Mahdavi;Viveck Cadambe,
Unified Sample-Optimal Property Estimation in Near-Linear Time,Yi Hao;Alon Orlitsky,
Region Mutual Information Loss for Semantic Segmentation,Shuai Zhao;Yang Wang;Zheng Yang;Deng Cai,
Greedy Sampling for Approximate Clustering in the Presence of Outliers,Aditya Bhaskara;Sharvaree Vadgama;Hong Xu,
On Tractable Computation of Expected Predictions,Pasha Khosravi;YooJung Choi;Yitao Liang;Antonio Vergari;Guy Van den Broeck,
Unlabeled Data Improves Adversarial Robustness,Yair Carmon;Aditi Raghunathan;Ludwig Schmidt;John Duchi;Percy Liang,
Machine Teaching of Active Sequential Learners,Tomi Peltola;Mustafa Mert Çelikok;Pedram Daee;Samuel Kaski,
Gaussian-Based Pooling for Convolutional Neural Networks,Takumi Kobayashi,
NAOMI: Non-Autoregressive Multiresolution Sequence Imputation,Yukai Liu;Rose Yu;Stephan Zheng;Eric Zhan;Yisong Yue,http://arxiv.org/abs/1901.10946v2
Layer-Dependent Importance Sampling for Training Deep and Large Graph Convolutional Networks,Difan Zou;Ziniu Hu;Yewen Wang;Song Jiang;Yizhou Sun;Quanquan Gu,
Fast Agent Resetting in Training,Samuel Ainsworth;Matt Barnes;Siddhartha Srinivasa,
Privacy-Preserving Q-Learning with Functional Noise in Continuous Spaces,Baoxiang Wang;Nidhi Hegde,
A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport,Arun Jambulapati;Aaron Sidford;Kevin Tian,
Faster Boosting with Smaller Memory,Julaiti Alafate;Yoav S Freund,
Learning Neural Networks with Adaptive Regularization,Han Zhao;Yao-Hung Tsai;Russ Salakhutdinov;Geoffrey Gordon,
Distributed estimation of the inverse Hessian by determinantal averaging,Michal Derezinski;Michael W Mahoney,
Provable Non-linear Inductive Matrix Completion,Kai Zhong;Zhao Song;Prateek Jain;Inderjit S Dhillon,
Sparse Variational Inference: Bayesian Coresets from Scratch,Trevor Campbell;Boyan Beronov,http://arxiv.org/abs/1906.03329v1
Landmark Ordinal Embedding,Nikhil Ghosh;Yuxin Chen;Yisong Yue,
The Thermodynamic Variational Objective,Vaden Masrani;Tuan Anh Le;Frank Wood,http://arxiv.org/abs/1907.00031v1
Global Guarantees for Blind Demodulation with Generative Priors,Paul Hand;Babhru Joshi,http://arxiv.org/abs/1905.12576v1
Subquadratic High-Dimensional Hierarchical Clustering,Amir Abboud;Vincent Cohen-Addad;Hussein Houdrouge,
Learning Auctions with Robust Incentive Guarantees,Jacob Abernethy;Rachel Cummings;Bhuvesh Kumar;Sam Taggart;Jamie Morgenstern,
Policy Optimization Provably Converges to Nash Equilibria in Zero-Sum Linear Quadratic Games,Kaiqing Zhang;Zhuoran Yang;Tamer Basar,
Dimension-Free Bounds for Low-Precision Training,Zheng Li;Christopher De Sa,
Rethinking Kernel Methods for Node Representation Learning on Graphs,Yu Tian;Long Zhao;Xi Peng;Dimitris Metaxas,
Optimizing Generalized PageRank Methods for Seed-Expansion Community Detection,Pan Li;I Chien;Olgica Milenkovic,
The Case for Evaluating Causal Models Using Interventional Measures and Empirical Data,Amanda Gentzel;Dan Garant;David Jensen,
Meta-Inverse Reinforcement Learning with Probabilistic Context Variables,Lantao Yu;Tianhe Yu;Chelsea Finn;Stefano Ermon,
Multivariate Distributionally Robust Convex Regression under Absolute Error Loss,Jose Blanchet;Peter W Glynn;Jun Yan;Zhengqing Zhou,
Attribution-Based Confidence Metric For Deep Neural Networks,Susmit Jha;Sunny Raj;Steven Fernandes;Sumit K Jha;Somesh Jha;Brian Jalaian;Gunjan Verma;Ananthram Swami,
Online Continual Learning with Maximal Interfered Retrieval,Rahaf Aljundi;Eugene Belilovsky;Tinne Tuytelaars;Laurent Charlin;Massimo Caccia;Min Lin;Lucas Page-Caccia,
SPoC: Search-based Pseudocode to Code,Sumith Kulal;Panupong Pasupat;Kartik  Chandra;Mina Lee;Oded Padon;Alex Aiken;Percy Liang,
Margin-Based Generalization Lower Bounds for Boosted Classifiers,Allan Grønlund;Lior Kamma;Kasper Green Larsen;Alexander Mathiasen;Jelani Nelson,
"Connections Between Mirror Descent, Thompson Sampling and the Information Ratio",Julian Zimmert;Tor Lattimore,
Graph Transformer Networks,Seongjun Yun;Minbyul Jeong;Raehyun Kim;Jaewoo Kang;Hyunwoo Kim,
Weighted Linear Bandits for Non-Stationary Environments,Yoan Russac;Claire Vernade;Olivier Cappé,
Pareto Multi-Task Learning,Xi Lin;Hui-Ling Zhen;Zhenhua Li;Qing-Fu Zhang;Sam Kwong,
Novel positional encodings to enable tree-based transformers,Vighnesh Shiv;Chris Quirk,
Submodular Function Minimization with Noisy Evaluation Oracle,Shinji Ito,
Modelling the Dynamics of Multiagent Q-Learning in Repeated Symmetric Games: a Mean Field Theoretic Approach,Shuyue Hu;Chin-wing Leung;Ho-fung Leung,
Bootstrapping Upper Confidence Bound,Botao Hao;Yasin Abbasi Yadkori;Zheng Wen;Guang Cheng,
Integer Discrete Flows and Lossless Compression,Emiel Hoogeboom;Jorn Peters;Rianne van den Berg;Max Welling,
Structured Prediction with Projection Oracles,Mathieu Blondel,
Primal Dual Formulation For Deep Learning With Constraints,Yatin Nandwani;Abhishek Pathak;Mausam ;Parag Singla,
PAC-Bayes Un-Expected Bernstein Inequality,Zakaria Mhammedi;Peter Grünwald;Benjamin Guedj,
A Composable Specification Language for Reinforcement Learning Tasks,Kishor Jothimurugan;Rajeev Alur;Osbert Bastani,
Are Labels Required for Improving Adversarial Robustness?,Jean-Baptiste Alayrac;Jonathan Uesato;Po-Sen Huang;Alhussein Fawzi;Robert Stanforth;Pushmeet Kohli,http://arxiv.org/abs/1905.13725v2
"Think out of the ""Box"": Generically-Constrained Asynchronous Composite Optimization and Hedging",Pooria Joulani;András György;Csaba Szepesvari,
Classification Accuracy Score for Conditional Generative Models,Suman Ravuri;Oriol Vinyals,http://arxiv.org/abs/1905.10887v1
Tree-Sliced Variants of Wasserstein Distances,Tam Le;Makoto Yamada;Kenji Fukumizu;Marco Cuturi,http://arxiv.org/abs/1902.00342v2
